Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	379	Chronic granulomatous disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22chronic+granulomatous+disease%22%5BTw%5D+NOT+medline%5Bsb%5D%29+OR+%22granulomatous+disease%2C+chronic%22%5BMeSH+Terms%5D
PatRef	181	Christ-Siemens-Touraine syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Christ-Siemens-Touraine+Syndrome%5Btw%5D
PatRef	644	NARP/MILS syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=NARP+syndr*%5Bti%5D+OR+%28neurogeni*%5Btw%5D+OR+muscular+atrop*%5Ball%5D+OR+muscular+weakn*%5Btw%5D%29+ataxia%5Ball%5D+retinitis+pigment*%5Ball%5D
PatRef	637	Neurofibromatosis type 2	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=neurofibromatosis+2%5Bmajr%5D
PatRef	636	Neurofibromatosis type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=neurofibromatosis+1+OR+Neurofibromatosis+type+i%5BTw%5D+OR+Von+Recklinghausen%5Bti%5D
PatRef	649	Norrie disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Norrie+disease%5Btw%5D
PatRef	640	Hereditary neuropathy with liability to pressure palsies	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Neuropathy%5Btw%5D+hereditary%5Btw%5D+pressure+palsies%5Btw%5D
PatRef	699	Pearson syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Pearson+syndrome%5Btw%5D+OR+Pearson%27s+syndrome%5Btw%5D+OR+%28Pearson%5Btw%5D+AND+anemia%5Bmh%5D+AND+pancreatic+diseases%5Bmh%5D%29
PatRef	60	Alpha-1 antitrypsin deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=alpha+1+antitrypsin+deficiency%5Bmajr%5D+OR+antitrypsin+deficiency%5Btw%5D+OR+alpha+1-Antichymotrypsin%2Fdf
PatRef	524	Li-Fraumeni syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=li+fraumeni+syndrome%5Bmh%5D+OR+Li+Fraumeni+Syndrome%5Btw%5D
PatRef	510	Lesch-Nyhan syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22lesch-nyhan+syndrome%22%5BTIAB%5D+NOT+Medline%5BSB%5D%29+OR+%22lesch-nyhan+syndrome%22%5BMeSH+Terms%5D+OR+Lesch-Nyhan+syndrome%5BText+Word%5D
PatRef	281	Monosomy 5p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=cri+du+chat+syndrome
PatRef	214	Cystinuria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28cystinuria%5Bmh%5D+OR+Cystinuria%5Bti%5D%29+NOT+%28rat%5Btw%5D+OR+rats%5Btw%5D+OR+mouse%5Btw%5D+OR+mice%5Btw%5D%29
PatRef	752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%2817%5Bti%5D+hydroxysteroid+dehydrog*%5Bti%5D+deficiency%29+OR+17+hydroxysteroid+dehydrogenases/df
PatRef	337	Fibrodysplasia ossificans progressiva	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=fibrodysplasia+ossificans+progressiva%5Btw%5D+OR+Myositis+ossificans+progressiva%5Btw%5D
PatRef	648	Noonan syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Noonan+Syndrome%5BTW%5D+OR+Noonan+Syndrome%5BTIAB%5D+OR+%22noonan+syndrome%22%5BMeSH+Terms%5D
PatRef	377	Gorlin syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=basal+cell+nevus+syndrome%5Bmajr%5D
PatRef	706	Patent arterial duct	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22ductus+arteriosus%2C+patent/genetics%22%5BMajr%5D+AND+%28familial%5Btw%5D+OR+family%5Btw%5D+OR+families%5Btw%5D%29
PatRef	628	Diastrophic dwarfism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Diastrophic+dwarfism%5Bti%5D+OR+Diastrophic+dysplasia%5Bti%5D
PatRef	673	Malaria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=malaria%5Bmajr%5D
PatRef	681	Hypokalemic periodic paralysis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=paralysis,+familial+periodic%5Bmajr%5D+AND+hypokalemia%5Bmh%5D
PatRef	800	Schwartz-Jampel syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Schwartz-Jampel+syndrome%5BText+Word%5D
PatRef	3140	Schizophrenia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Schizophrenia%5BTi%5D+genetics%29+OR+schizophrenia/ge%5BMajr%5D
PatRef	857	Townes-Brocks syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Townes-Brocks%5Btw%5D+NOT+%22animals%22%5BMeSH+Terms%3Anoexp%5D
PatRef	894	Waardenburg syndrome type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=waardenburgs+syndrome%5Bmajr%5D
PatRef	895	Waardenburg syndrome type 2	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=waardenburg%27s+syndrome%5Bmajr%5D+AND+%28%22type+2%22+OR+%22type+ii%22%29
PatRef	896	Waardenburg syndrome type 3	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=waardenburg%27s+syndrome%5Bmajr%5D+AND+%28%22type+3%22+OR+%22type+iii%22+OR+%22waardenburg-klein%22%5Btw%5D%29
PatRef	912	Zellweger syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=zellweger+syndrome%5Bmajr%5D
PatRef	893	WAGR syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=WAGR+syndrome%5Bmh%5D+OR+WAGR+syndrome%5Bti%5D+OR+%28wilms%5Btw%5D+AND+aniridia%5Btw%5D+AND+mental+retardation%5Btw%5D%29
PatRef	862	Hereditary essential tremor	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hereditary+essential+tremor%5Bti%5D+OR+familial+tremor%5Bti%5D+OR+familial+essential+tremor%5Bti%5D+OR+essential+tremor/genetics
PatRef	2869	Peutz-Jeghers syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=peutz+jeghers+syndrome%5Bmh%5D+OR+Peutz+Jeghers+Syndrome%5Btw%5D
PatRef	710	Pfeiffer syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=acrocephalosyndactylia%5Bmajr%5D+AND+%28pfeiffer%5Btw%5D+OR+noack%5Btw%5D%29
PatRef	794	Saethre-Chotzen syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Saethre-Chotzen+syndrome%5BTW%5D
PatRef	774	Rendu-Osler-Weber disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=telangiectasia%2C+hereditary+hemorrhagic
PatRef	126	Blepharophimosis - epicanthus inversus - ptosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=blepharophimosis%5Bmh%5D+AND+blepharoptosis%5Bmh%5D+AND+epicanthus%5Btw%5D
PatRef	192	Coffin-Lowry syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22coffin-lowry+syndrome%22%5Btw%5D
PatRef	205	Crigler-Najjar syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22crigler-najjar+syndrome%22%5BTw%5D+NOT+Medline%5BSB%5D%29+OR+%22crigler-najjar+syndrome%22%5BMH%5D
PatRef	201	Cowden syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Hamartoma+Syndrome%2C+Multiple%5BTW%5D+OR+Multiple+Hamartoma+Syndrome%5BTW%5D+OR+%22hamartoma+syndrome%2C+multiple%22%5BMeSH+Terms%5D
PatRef	207	Crouzon disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Crouzon%27s+disease%5BTW%5D+OR+Crouzon%27s+syndrome%5BTW%5D+OR+Crouzon+syndrome%5BTW%5D+OR+Crouzon+disease%5BTW%5D
PatRef	195	Cat-eye syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28cat+eye%5Bti%5D+OR+cat%27s+eye%5Bti%5D%29+syndrome+OR+%28anal+atresia%5Bti%5D+AND+%28coloboma%5Bti%5D+OR+eye+anomalies%5Bti%5D%29%29
PatRef	167	Chediak-Higashi syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22chediak-higashi+syndrome%22%5BTw%5D+NOT+Medline%5BSB%5D%29+OR+%22chediak-higashi+syndrome%22%5BMH%5D
PatRef	14	Abetalipoproteinemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22abetalipoproteinemia%22%5BMeSH+Terms%5D
PatRef	52	Alagille syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=alagille+syndrome+OR+alagille%5Bti%5D
PatRef	50	Aicardi syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=aicardi%5BText+Word%5D+AND+%28%22syndrome%22%5BMeSH+Terms%5D+OR+syndrome%5BText+Word%5D%29+NOT+aicardi-goutieres%5BAll+Fields%5D
PatRef	53	Albers-Schönberg osteopetrosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Albers%5Btitle/abstract%5D+AND+%28%22Osteopetrosis%22%5BMeSH+Terms%5D+OR+osteopetrosis%5Btitle/Abstract%5D%29
PatRef	1646	Partial chromosome Y deletion	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%28deletion*%5Btw%5D+OR+microdeletion*%5Btw%5D%29+Y+chromosome%5BTi%5D%29+OR+%28chromosome+deletion%5BMH%5D+y+chromosome%5BMH%5D%29
PatRef	1247	Schistosomiasis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=schistosomiasis%5Bti%5D+OR+schistosomiasis%5Bmajr%5D
PatRef	112	Bartter syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22bartter+syndrome%22%5BMH%5D+OR+Bartter+syndrome%5BTi%5D+OR+Bartter%27s+syndrome%5BTi%5D
PatRef	116	Beckwith-Wiedemann syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=beckwith+wiedemann+syndrome%5Bmh%5D+OR+Beckwith+Wiedemann+syndrome%5Btw%5D
PatRef	87	Apert syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(apert%5Bti%5D+OR+apert+s%5Bti%5D)+OR+((apert+synd*%5Btw%5D+OR+apert+s%5Btw%5D)+Acrocephalosyndactylia)
PatRef	99	Autosomal dominant cerebellar ataxia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(ataxia%5Bti%5D+OR+ataxia%5Bmajr%5D)+dominant+OR+spinocerebellar+ataxias
PatRef	97	Familial paroxysmal ataxia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=familial%5Btw%5D+AND+%28periodic%5Btw%5D+OR+episodic%5Btw%5D+OR+paroxysmal%5Btw%5D%29+AND+cerebellar+ataxia%5Bmh:noexp%5D
PatRef	313	Lamellar ichthyosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ichthyosiform+erythroderma%2C+congenital[mh]+OR+Congenital+ichthyosiform+erythr*[Ti]+OR+lamellar+ichthyo*[ti]+OR+epidermolytic+hyperkerat*[ti]
PatRef	406	Familial hypercholesterolemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hypercholesterolemia+familial%5Bmajr%5D
PatRef	89	Familial defective apolipoprotein B-100	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=apolipoprotein+b-100%5Bsubstance+name%5D+AND+hypercholesterolemia,+familial%5Bmh%5D
PatRef	2442	X-linked lymphoproliferative disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28lymphoproliferative%5Bti%5D+x+linked%5Btw%5D%29+OR+lymphoproliferative+disorders%5Bmh%3Anoexp%5D
PatRef	555	Celiac disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=celiac+disease%5BText+Word%5D+OR+coeliac+disease%5BText+Word%5D+OR+%22celiac+disease%22%5BMeSH+Terms%5D
PatRef	2443	Mitochondrial disease of nuclear origin	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Mitochondrial+Diseases+(Oxidative+Phosphorylation%5Bmh%5D+OR+Mitochondrial+Proteins%5Bmh%3Anoexp%5D+OR+(%22complex+V%22+Mitochondrial+ATP+Synthase%2Fge))
PatRef	565	Menkes disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=menkes+kinky+hair+syndrome+OR+menkes+dis*%5Bti%5D+OR+Menkes+synd*%5Bti%5D
PatRef	562	McCune-Albright syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22fibrous+dysplasia%2C+polyostotic%22%5BMH%5D+OR+McCune-Albright+syndrome%5BTi%5D
PatRef	564	Meckel syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Meckel+synd*%5Btw%5D+OR+Meckel+Gruber%5Btw%5D+OR+polycystic+kidney+diseases%5Bmh%5D+encephalocele%5Bmh%5D+polydactyly%5Bmh%5D+syndrome%5Bmh%5D
PatRef	568	Microphthalmia, Lenz type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=lenz+syndrome%5Btw%5D+OR+%28microphthalm*%5BTw%5D+OR+microphthalmos%5Bmh%5D%29+AND+lenz%5Btw%5D
PatRef	540	Familial hemophagocytic lymphohistiocytosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=histiocytosis%2Cnon+langerhans+cell/ge%5Bmh%3Anoexp%5D+OR+histiocytosis%2Cnon+langerhans+cell/cn%5Bmh%3Anoexp%5D
PatRef	474	Jeune syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Jeune+syndrome%5BTi%5D+OR+Jeune%27s+syndrome%5BTi%5D+OR+asphyxiating+thoracic+dystrophy%5Bti%5D
PatRef	258	Congenital muscular dystrophy type 1A	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Muscular+dystroph*%5Btw%5D+OR+muscular+dystrophies)+(laminin+OR+merosin+deficien*%5BTW%5D+OR+merosin+negative%5Btw%5D)
PatRef	289	Ellis Van Creveld syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22ellis-van+creveld+syndrome%22%5BTw%5D+NOT+Medline%5BSB%5D%29+OR+%22ellis-van+creveld+syndrome%22%5BMH%5D
PatRef	357	Gilbert syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22gilbert+disease%22%5BMeSH+Terms%5D+OR+gilbert+syndrome%5BText+Word%5D
PatRef	861	Treacher-Collins syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=mandibulofacial+dysostosis%5Bmh%3Anoexp%5D+OR+Mandibulofacial+Dysostos*%5Btw%5D+OR+treacher-coll*%5Btw%5D+OR+franceschetti-kl*%5Btw%5D
PatRef	308	Unverricht-Lundborg disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=unverricht+lundborg+syndrome+OR+epilepsy%2C+myoclonic%5Bmh%5D+%28unverricht+lundborg%5Btw%5D+OR+baltic%5Btw%5D%29
PatRef	1991	Cleft lip with or without cleft palate	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22cleft+lip%22%5BMeSH+Terms%5D+OR+%28cleft+lip%5BText+Word%5D+NOT+medline%5BSB%5D%29
PatRef	199	Cornelia de Lange syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22de+lange+syndrome%22%5BTIAB%5D+NOT+Medline%5BSB%5D%29+OR+%22de+lange+syndrome%22%5BMeSH+Terms%5D+OR+Cornelia+de+Lange+syndrome%5BText+Word%5D
PatRef	2162	Holoprosencephaly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28holoprosencephaly%5Bmh%5D+OR+Holoprosencephaly%5Bti%5D%29+NOT+%28mice%5Bmh%5D+OR+mouse%5Btw%5D%29
PatRef	930	Primary achalasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=esophageal+achalasia%5Bmajr%5D+OR+(esophag*%5Bti%5D+achalasia%5Bti%5D)
PatRef	999	Ermine phenotype	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Pigmentation+Disorders/genetics+AND+Hearing+Loss%2C+Sensorineural/genetics
PatRef	55	Oculocutaneous albinism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22albinism%2C+oculocutaneous%22%5BMH%5D+OR+%28Oculocutaneous+albinism%5BTw%5D+NOT+medline%5Bsb%5D%29
PatRef	106	Autism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22autistic+disorder/genetics%22%5BMesh+Terms%5D
PatRef	2771	Bruck syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=bruck+synd*%5Btw%5D+OR+osteogenesis+imperfecta%5Bti%5D+%28joint*%5BTI%5D+contracture*%5Bti%5D+OR+contracture%5Bmh%5D%29
PatRef	1349	Cardiomyopathy - maternally inherited deafness	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Mitochondrial+Myopathies+OR+cardiomyopathies)+(hearing+loss+OR+deafness)+(RNA,+Transfer,+Lys%5Bmh%5D+OR+Maternally+inherited%5Btw%5D)+NOT+diabetes
PatRef	1465	Coffin-Siris syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Coffin+Siris%5BTW%5D+OR+%28Coffin%5BTW%5D+AND+siris%5BTW%5D%29
PatRef	218	Darier disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22keratosis+follicularis%22%5BTIAB%5D+NOT+Medline%5BSB%5D%29+OR+%22keratosis+follicularis%22%5BMeSH+Terms%5D+OR+%22Darier+disease%22%5BText+Word%5D
PatRef	753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=male%5Ball%5D+pseudohermaphroditism+%285+alpha+reductase%5BTw%5D+OR+testosterone+5+alpha+reductase%5Bmh%5D+OR+cholestenone+5+alpha-reductase%5Bmh%5D%29
PatRef	868	Triose phosphate-isomerase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=TPI+defic*%5Btw%5D+OR+triose+phosphate+isomerase/df%5BMH%5D+OR+Triose+phosphate+isomerase+defic*%5BTW%5D+OR+Triosephosphate+isomerase+defic*%5BTW%5D
PatRef	1598	Monosomy 18p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(deletion%5Bti%5D+OR+monosomy+OR+loss%5Bti%5D)+18p%5Bti%5D+OR+18p-+syndrome%5Bti%5D+OR+(deletion%5Bti%5D+chromosome+18%5Bti%5D+%22short+arm%22)
PatRef	1600	Distal monosomy 18q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=deletion+18q%5Bti%5D+OR+monosomy+18q%5Bti%5D+OR+deletion+18q-+syndrome%5Btw%5D
PatRef	1636	Distal monosomy 7q36	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=((deletion%5Bti%5D+7q*%5Bti%5D)+OR+monosomy+7q*%5Bti%5D)+7q36*
PatRef	1637	Distal monosomy 8p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=((chromosome+8%5BMajr%5D+(chromosome+deletion+OR+monosomy%5Bmh%5D))+OR+(del%5Bti%5D+OR+deletion*%5Bti%5D+OR+loss%5Bti%5D+OR+monosomy%5Bti%5D))+8p%5Bti%5D
PatRef	1642	Distal monosomy 9p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=((chromosome+9%5Bmh%5D+(chromosome+deletion+OR+monosomy%5Bmh%5D))+OR+(del%5Bti%5D+OR+deletion*%5Bti%5D+OR+loss%5Bti%5D+OR+monosomy%5Bti%5D))+9p%5Bti%5D
PatRef	8	47,XYY syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=47+XYY+syndrome+OR+(47+XYY%5Bti%5D)
PatRef	3378	Trisomy 13	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Trisomy+13%5Bti%5D+OR+%28Chromosomes%2C+Human%2C+Pair+13%5Bmh%5D+AND+trisomy%5Bmh%5D%29
PatRef	1707	Distal trisomy 15q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=(Trisomy+15q%5Bti%5D+OR+duplication+15q*%5Bti%5D+OR+((%22chromosome+15%22+OR+Pair+15%5Btw%5D)+%2215q%22+trisomy))+NOT+(mosaicism+OR+monosomy+15q*%5Bti%5D)
PatRef	3380	Trisomy 18	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Trisomy+18%5Bti%5D+OR+%28Chromosomes%2C+Human%2C+Pair+18%5Bmh%5D+AND+trisomy%5Bmh%5D%29
PatRef	1715	Trisomy 18p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=(Trisomy+18p%5Bti%5D+OR+duplication+18p%5Bti%5D+OR+((%22chromosome+18%22+OR+Pair+18%5Btw%5D)+18p*%5Btw%5D+trisomy))+NOT+(mosaicism+OR+monosomy+18p*%5Bti%5D)
PatRef	1716	Distal trisomy 18q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=(Trisomy+18q%5Bti%5D+OR+duplication+18q%5Bti%5D+OR+((%22chromosome+18%22+OR+Pair+18%5Btw%5D)+18q*%5Btw%5D+trisomy))+NOT+(mosaicism+OR+monosomy+18q*%5Bti%5D)
PatRef	1726	Trisomy 22	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Trisomy+22%5Bti%5D+OR+(chromosome+22%5Bti%5D+OR+Chromosomes,+Human,+Pair+22%5Bmajr%5D)+trisomy%5Bmh%5D
PatRef	1727	Trisomy 22q11	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(trisomy%5Bti%5D+OR+microduplication%5Bti%5D+OR+duplication%5Bti%5D+OR+((chromosome+22)+trisomy%5Bmh%5D))+22q11*%5Bti%5D
PatRef	1750	Non-distal trisomy 7q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Trisomy+7q%5Bti%5D+OR+duplication+7q*%5Bti%5D+OR+((%22chromosome+7%22+OR+Pair+7%5Btw%5D)+%227q%22+trisomy))+NOT+(mosaicism+OR+monosomy+7q*%5Bti%5D)
PatRef	3381	Trisomy 8	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Trisomy+8%5Bti%5D+OR+(mosaic*%5Bti%5D+chromosome+8%5Bti%5D)+OR+(Chromosomes,+Human,+Pair+8%5Bmajr%5D+(trisomy%5Bmh%5D+OR+mosaicism%5Bmh%5D))
PatRef	236	Trisomy 9p	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Trisomy+9p%5Bti%5D+OR+duplication+9p*%5Bti%5D+OR+((%22chromosome+9%22+OR+Pair+9%5Btw%5D)+%229p%22+trisomy))+NOT+(mosaicism+OR+monosomy+9p*%5Bti%5D)
PatRef	1947	Progressive epilepsy - intellectual deficit, Finnish type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Neuronal+Ceroid-Lipofuscinosis/ge+AND+%28finnish%5Btw%5D+OR+northern%5Btw%5D%29
PatRef	352	Galactosemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=galactosemia%5BText+Word%5D+OR+galactosaemia%5BText+Word%5D+OR+galactosemias%5Btw%5D+OR+%22galactosemias%22%5BMeSH+Terms%5D
