Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	30	Uridine monophosphate synthetase deficiency	Syn
PatAls	36	Acrocallosal syndrome, Schinzel type	Pat
PatAls	245	Nager syndrome	Syn
PatAls	245	Acrodysostosis, preaxial	Syn
PatAls	245	Nager acrofacial dysostosis	Syn
PatAls	245	Acrofacial dysostosis, Nager type	Pat
PatAls	245	Mandibulofacial dysostosis with preaxial limb anomalies	Syn
PatAls	963	Acromegaly	Pat
PatAls	44	Adrenoleukodystrophy, neonatal	Pat
PatAls	56	Alkaptonuria	Pat
PatAls	56	Ochronosis, hereditary	Syn
PatAls	56	Homogentisic acid oxydase deficiency	Syn
PatAls	1006	Alopecia antibody deficiency	Pat
PatAls	1046	Water-West syndrome	Syn
PatAls	1046	Hemolytic anemia, lethal - genital anomalies	Pat
PatAls	1059	Bean syndrome	Syn
PatAls	1059	Blue rubber bleb nevus	Pat
PatAls	1065	Gillespie syndrome	Syn
PatAls	1065	Aniridia - cerebellar ataxia - mental deficiency	Pat
PatAls	90	Argininemia	Pat
PatAls	1135	Arhinia - choanal atresia - microphthalmia	Pat
PatAls	1141	Spinal muscular atrophy - arthrogryposis	Pat
PatAls	1143	Neurogenic arthrogryposis multiplex congenita	Pat
PatAls	1146	Digitotalar dysmorphism	Pat
PatAls	1146	Arthrogryposis distal type 1	Syn
PatAls	1146	Arthrogryposis distal type I	Syn
PatAls	1147	Sheldon-Hall syndrome	Pat
PatAls	1147	Arthrogryposis distal type II	Syn
PatAls	1147	Arthrogryposis, distal, type 2B	Syn
PatAls	1147	Freeman-Sheldon syndrome variant	Syn
PatAls	1152	Massa-Casaer-Ceulemans syndrome	Syn
PatAls	1152	Arthrogryposis multiplex congenita - lissencephaly	Pat
PatAls	1154	Oculomelic amyoplasia	Syn
PatAls	1154	Arthrogryposis, distal, type 5	Syn
PatAls	1154	Arthrogryposis, distal, type IIB	Syn
PatAls	1154	Arthrogryposis - ophthalmoplegia - retinopathy	Pat
PatAls	1155	Arthrogryposis due to muscular dystrophy	Pat
PatAls	1162	Asperger syndrome	Pat
PatAls	1232	Barrett esophagus	Pat
PatAls	124	Aase syndrome	Syn
PatAls	124	Aase-Smith II syndrome	Syn
PatAls	124	Blackfan-Diamond anemia	Syn
PatAls	124	Blackfan-Diamond disease	Pat
PatAls	124	Pure red cell aplasia, congenital	Syn
PatAls	124	Anemia congenital hypoplastic, Blackfan-Diamond type	Syn
PatAls	125	BS	Syn
PatAls	125	Bloom syndrome	Pat
PatAls	1310	Caffey disease	Pat
PatAls	1334	CMC	Syn
PatAls	1334	Chronic mucocutaneous candidiasis	Pat
PatAls	1369	Sengers syndrome	Syn
PatAls	1369	Cataract cardiomyopathy	Pat
PatAls	1406	Charlie M syndrome	Pat
PatAls	1414	Aagenaes syndrome	Syn
PatAls	1414	Cholestasis - lymphedema	Pat
PatAls	1417	Akaba-Hayasaka syndrome	Syn
PatAls	1417	Chondrodysplasia, platyspondylic, lethal	Pat
PatAls	1442	Ring chromosome 18	Pat
PatAls	1452	Cleidocranial dysplasia	Pat
PatAls	1452	Cleidocranial dysostosis	Syn
PatAls	1455	Coarctation of aorta autosomal dominant	Pat
PatAls	193	Cohen syndrome	Pat
PatAls	1488	Cooper-Jabs syndrome	Pat
PatAls	1488	Aural atresia - multiple congenital anomalies - intellectual deficit	Syn
PatAls	200	Isolated corpus callosum agenesis	Pat
PatAls	1496	Andermann syndrome	Syn
PatAls	1496	Charlevoix disease	Syn
PatAls	1496	Corpus callosum agenesis neuronopathy	Pat
PatAls	1538	Braddock-Jones-Superneau syndrome	Syn
PatAls	1538	Craniosynostosis - Dandy-Walker - hydrocephalus	Pat
PatAls	1556	Cutis marmorata telangiectatica congenita	Pat
PatAls	1564	Dandy Walker - facial hemangioma	Pat
PatAls	217	Dandy-Walker malformation, isolated	Pat
PatAls	226	PKU, type 2	Syn
PatAls	226	Phenylketonuria type 2	Syn
PatAls	226	Dihydropteridine reductase deficiency	Pat
PatAls	226	Hyperphenylalalinemia due to dihydropteridine reductase deficiency	Syn
PatAls	45	AMP deaminase deficiency	Syn
PatAls	45	Myoadenylate deaminase deficiency	Syn
PatAls	45	Adenosine monophosphate deaminase deficiency	Pat
PatAls	23	Argininosuccinicaciduria	Pat
PatAls	23	Argininosuccinase deficiency	Syn
PatAls	147	Carbamoylphosphate synthetase deficiency	Pat
PatAls	148	Multiple carboxylase deficiency	Pat
PatAls	408	Hyperglycerolemia	Pat
PatAls	408	Glycerol kinase deficiency	Syn
PatAls	395	MTHFR deficiency	Syn
PatAls	395	Methylenetetrahydrofolate reductase deficiency	Syn
PatAls	395	Homocystinuria due to methylenetetrahydrofolate reductase deficiency	Pat
PatAls	765	Pyruvate dehydrogenase deficiency	Pat
PatAls	833	Encephalopathy due to sulfite oxidase deficiency	Pat
PatAls	1672	Diencephalic syndrome	Pat
PatAls	235	Dubowitz syndrome	Pat
PatAls	239	Dyggve-Melchior-Clausen disease	Pat
PatAls	1764	Riley-Day syndrome	Syn
PatAls	1764	Familial dysautonomia	Pat
PatAls	1764	Hereditary sensory and autonomic neuropathy, type 3 (HSAN 3)	Syn
PatAls	1770	Gonadal dysgenesis, XY type - associated anomalies	Pat
PatAls	1775	DKC	Syn
PatAls	1775	Dyskeratosis congenita	Pat
PatAls	246	POADS	Syn
PatAls	246	Miller syndrome	Syn
PatAls	246	Acrodysostosis, postaxial	Syn
PatAls	246	Acrofacial dysostosis, postaxial	Pat
PatAls	246	Acrofacial dysostosis, Genee-Wiedmann type	Syn
PatAls	246	Mandibulfacial dysostosis with postaxial limb anomalies	Syn
PatAls	1819	Epimetaphyseal skeletal dysplasia	Pat
PatAls	1851	Renal dysplasia, multicystic	Pat
PatAls	255	DYT5	Syn
PatAls	255	Segawa syndrome	Syn
PatAls	255	Dystonia, dopa-responsive	Pat
PatAls	1880	Ebstein anomaly	Pat
PatAls	1885	Ectopia lentis isolated	Pat
PatAls	1915	Fetal alcohol syndrome	Pat
PatAls	1915	Alcohol antenatal infection	Syn
PatAls	295	Fetal parvovirus syndrome	Pat
PatAls	295	Parvovirus antenatal infection	Syn
PatAls	1931	Encephalocele frontal	Pat
PatAls	1931	Encephalocele anterior	Syn
PatAls	1933	Booth-Haworth-Dilling syndrome	Syn
PatAls	1933	Mitochondrial encephalomyopathy aminoacidopathy	Pat
PatAls	2005	Novak syndrome	Syn
PatAls	2005	Laryngo-tracheo-esophageal cleft - pulmonary hypoplasia	Pat
PatAls	2020	CFTDM	Syn
PatAls	2020	Congenital fiber-type disproportion myopathy	Pat
PatAls	2053	Whistling face syndrome	Syn
PatAls	2053	Freeman-Sheldon syndrome	Pat
PatAls	2053	Arthrogryposis, distal, type 2A	Syn
PatAls	2053	Craniocarpotarsal dystrophy (dysplasia)	Syn
PatAls	351	Galactosialidosis	Pat
PatAls	351	Goldberg syndrome	Syn
PatAls	351	Neuraminidase deficiency with beta-galactosidase deficiency	Syn
PatAls	374	Goldenhar syndrome	Pat
PatAls	374	Microsomia, craniofacial	Syn
PatAls	374	Facioauriculovertebral dysplasia	Syn
PatAls	374	Oculoauriculovertebral (OAV) dysplasia	Syn
PatAls	2113	CHHS	Syn
PatAls	2113	Congenital hypothalamic hamartoma syndrome	Pat
PatAls	2116	Hartnup syndrome	Pat
PatAls	2116	Hartnup disorder	Syn
PatAls	2116	Aminoaciduria, Hartnup type	Syn
PatAls	2118	Hawkinsinuria	Pat
PatAls	2118	4-HPPD deficiency	Syn
PatAls	2118	4-hydroxyphenylpyruvic acid dioxygenase deficiency	Syn
PatAls	2118	4-alpha-hydroxyphenylpyruvate hydroxylase deficiency	Syn
PatAls	446	Hemochromatosis, neonatal	Pat
PatAls	2135	Hennekam-Beemer syndrome	Pat
PatAls	2135	Mastocytosis - short stature - hearing loss	Syn
PatAls	2140	Diaphragmatic agenesia	Syn
PatAls	2140	Diaphragmatic hernia, congenital	Pat
PatAls	2185	Hydrocephalus autosomal recessive	Pat
PatAls	417	Hyperparathyroidism, neonatal severe, primary	Pat
PatAls	2233	Hypogonadism - mitral valve - prolapse - intellectual deficit	Pat
PatAls	2233	Cantalamessa-Baldini-Ambrosi syndrome	Syn
PatAls	2248	Hypoplastic left heart syndrome	Pat
PatAls	2253	O Donnell-Pappas syndrome	Syn
PatAls	2253	Foveal hypoplasia - presenile cataract	Pat
PatAls	2270	Ichthyosis congenita - biliary atresia	Pat
PatAls	2300	Intestinal atresia multiple	Pat
PatAls	2300	Familial intestinal polyatresia syndrome	Syn
PatAls	2301	Short bowel, congenital	Pat
PatAls	469	Fructose intolerance	Pat
PatAls	469	Fructosemia, hereditary	Syn
PatAls	469	Fructose-1-phosphate aldolase deficiency, hereditary	Syn
PatAls	2308	DEL11q ter	Syn
PatAls	2308	DEL11q23.3	Syn
PatAls	2308	Monosomy 11qter	Syn
PatAls	2308	Jacobsen syndrome	Pat
PatAls	2308	Distal deletion 11q	Syn
PatAls	2308	Distal monosomy 11q	Syn
PatAls	2308	Partial deletion 11q	Syn
PatAls	2308	Telomeric deletion 11q	Syn
PatAls	2318	CORS	Syn
PatAls	2318	Arima syndrome	Syn
PatAls	2318	Dekaban-Arima syndrome	Syn
PatAls	2318	Cerebello-oculo-renal syndrome	Pat
PatAls	2318	Joubert syndrome with Senior-Loken syndrome	Syn
PatAls	477	KID syndrome	Pat
PatAls	477	Senter syndrome	Syn
PatAls	477	KID/HID syndrome	Syn
PatAls	477	Syndrome KID/HID	Syn
PatAls	477	Keratitis-ichthyosis-deafness/Hystrix-like ichthyosis-deafness	Syn
PatAls	2343	Kleeblattschaedel syndrome	Syn
PatAls	2343	Isolated cloverleaf skull syndrome	Pat
PatAls	2346	Parkes-Weber syndrome	Syn
PatAls	2346	Klippel-Trenaunay syndrome	Syn
PatAls	2346	Angio-osteohypertrophic syndrome	Pat
PatAls	2346	Arteriovenous malformation of the limbs	Syn
PatAls	2346	Vascular malformation with bone involvment	Syn
PatAls	2359	Choledochal cyst hand malformation	Pat
PatAls	502	Deletion 8q24.1	Syn
PatAls	502	Monosomy 8q24.1	Syn
PatAls	502	Langer-Giedion syndrome	Pat
PatAls	502	Trichorhinophalangeal syndrome type 2	Syn
PatAls	2370	Larsen-like osseous dysplasia - short stature	Pat
PatAls	2373	Laryngomalacia, congenital	Pat
PatAls	2374	Laryngeal web, congenital	Pat
PatAls	2377	Laurence-Moon syndrome	Pat
PatAls	506	Leigh disease	Syn
PatAls	506	Leigh syndrome	Pat
PatAls	506	Necrotizing encephalopathy, infantile subacute	Syn
PatAls	2414	Pulmonary lymphangiomatosis	Syn
PatAls	2414	Pulmonary lymphangiectasia, congenital	Pat
PatAls	2430	Macroglossia, congenital	Pat
PatAls	2431	Macrogyria pseudobulbar palsy	Pat
PatAls	1505	Short rib-polydactyly syndrome	Pat
PatAls	2444	Cystic adenomatoid - malformation of the lung	Pat
PatAls	2448	Occult spinal dysraphism	Syn
PatAls	2448	Segmental vertebral anomalies	Pat
PatAls	560	Marshall syndrome	Pat
PatAls	2466	SPG1	Syn
PatAls	2466	MASA syndrome	Pat
PatAls	2466	CRASH syndrome	Syn
PatAls	2466	Gareis-Mason syndrome	Syn
PatAls	2466	X-linked spastic paraplegia, type 1	Syn
PatAls	2466	Intellectual deficit - aphasia - shuffling gait - adducted thumb	Syn
PatAls	570	Möbius syndrome	Syn
PatAls	570	Moebius syndrome	Pat
PatAls	570	Congenital facial diplegia	Syn
PatAls	587	Muir-Torre syndrome	Pat
PatAls	587	Multiple keratoacanthoma, Muir-Torre type	Syn
PatAls	606	Ricker syndrome	Syn
PatAls	606	Proximal myotonic myopathy	Pat
PatAls	606	Myotonic dystrophy, type 2	Syn
PatAls	606	Proximal myotonic dystrophy	Syn
PatAls	2635	Metatropic dwarfism	Pat
PatAls	2635	Metatropic dysplasia 1	Syn
PatAls	2655	Thanatophoric dwarfism	Pat
PatAls	2655	Thanatophoric dysplasia	Syn
PatAls	635	Neuroblastoma	Pat
PatAls	635	Neural crest tumor	Syn
PatAls	2612	Solomon syndrome	Syn
PatAls	2612	Nevus sebaceus syndrome	Syn
PatAls	2612	Schimmelpenning syndrome	Syn
PatAls	2612	Nevus Sebaceus of Jadassohn	Syn
PatAls	2612	Nevus sebaceus syndrome, linear	Pat
PatAls	660	Omphalocele	Pat
PatAls	2744	Ophthalmoplegia progressive external scoliosis	Pat
PatAls	2746	Opsismodysplasia	Pat
PatAls	2785	Marble brain disease	Syn
PatAls	2785	Guibaud-Vainsel syndrome	Syn
PatAls	2785	Carbonic anhydrase II deficiency	Syn
PatAls	2785	Osteopetrosis with renal tubular acidosis	Pat
PatAls	2801	Osteoectasia familial	Syn
PatAls	2801	Paget disease juvenile type	Pat
PatAls	2801	Hyperostosid corticalis deformans juvenilis	Syn
PatAls	884	Tetrasomy 12p	Pat
PatAls	884	Isochromosome 12p syndrome	Syn
PatAls	884	Pallister-Killian syndrome	Syn
PatAls	884	Isochromosome 12p mosaicism	Syn
PatAls	705	Pendred syndrome	Pat
PatAls	705	Goiter - deafness	Syn
PatAls	2870	Peyronie syndrome	Pat
PatAls	717	Pheochromocytoma and secreting paraganglioma	Pat
PatAls	2883	Pick disease of brain	Pat
PatAls	2883	Lobar atrophy of brain	Syn
PatAls	718	Isolated Pierre Robin syndrome	Pat
PatAls	718	Isolated Pierre Robin sequence	Syn
PatAls	2901	Parsonage-Turner syndrome	Pat
PatAls	2901	Neuralgic shoulder amyotrophy	Syn
PatAls	2903	Spontaneous pneumothorax familial type	Pat
PatAls	744	Proteus syndrome	Pat
PatAls	744	Gigantism partial - nevi - hemihypertrophy - macrocephaly	Syn
PatAls	2970	Prune Belly syndrome	Pat
PatAls	2970	Eagle-Barret syndrome	Syn
PatAls	2970	Urethral obstruction sequence	Syn
PatAls	2971	Pseudoadrenoleukodystrophy	Pat
PatAls	2971	Acyl-CoA oxidase deficiency	Syn
PatAls	2981	Thiolase deficiency	Syn
PatAls	2981	Pseudo-Zellweger syndrome	Pat
PatAls	2982	46,XX DSD	Syn
PatAls	2982	Female pseudohermaphrodism	Syn
PatAls	2982	46,XX disorder of sex development	Pat
PatAls	2983	Verloes-Gillerot-Fryns syndrome	Syn
PatAls	2983	Pseudohermaphroditism - intellectual deficit	Syn
PatAls	2983	Disorder of sex development - intellectual deficit	Pat
PatAls	763	Pycnodysostosis	Pat
PatAls	3025	Radial ray agenesis	Pat
PatAls	3071	FCS syndrome	Syn
PatAls	3071	Costello syndrome	Pat
PatAls	3071	Faciocutaneoskeletal syndrome	Syn
PatAls	3071	Intellectual deficit - nasal papillomata	Syn
PatAls	290	Rubella syndrome, congenital	Pat
PatAls	834	Salla disease	Syn
PatAls	834	Free sialic acid storage disease	Pat
PatAls	3135	Scheuermann disease, familial	Pat
PatAls	3135	Spinal osteochondrosis, familial form	Syn
PatAls	3135	Scheuermann juvenile kyphosis, familial	Syn
PatAls	799	Schizencephaly	Pat
PatAls	3141	Schizophrenia - intellectual deficit - deafness - retinitis	Pat
PatAls	3151	Multiple sclerosis - ichthyosis - factor VIII deficiency	Pat
PatAls	813	Silver-Russell syndrome	Pat
PatAls	813	Silver-Russell dwarfism	Syn
PatAls	3169	Sirenomelia	Pat
PatAls	816	Sjögren-Larsson syndrome	Pat
PatAls	816	Fatty acid alcohol oxydoreductase deficiency	Syn
PatAls	821	Sotos syndrome	Pat
PatAls	821	Cerebral gigantism	Syn
PatAls	3173	Tsao-Ellingson syndrome	Syn
PatAls	3173	Infantile spasms - broad thumbs	Pat
PatAls	3204	Thrombocytopathy - asplenia - miosis	Syn
PatAls	3204	Stormorken-Sjaastad-Langslet syndrome	Pat
PatAls	3205	Sturge-Weber syndrome	Pat
PatAls	3320	TAR syndrome	Syn
PatAls	3320	Thrombocytopenia - absent radius	Pat
PatAls	858	Toxoplasma embryopathy	Syn
PatAls	858	Toxoplasmosis, congenital	Pat
PatAls	3346	Tracheal agenesis	Pat
PatAls	1245	BIDS syndrome	Pat
PatAls	1245	Trichothiodystrophy type D	Syn
PatAls	1245	Amish brittle hair syndrome	Syn
PatAls	3390	Proximal tubulopathy - diabetes mellitus - cerebellar ataxia	Pat
PatAls	291	Fetal varicella syndrome	Pat
PatAls	291	Varicella virus antenatal infection	Syn
PatAls	887	VATER association	Pat
PatAls	887	VACTERL association	Syn
PatAls	3447	Weaver syndrome	Pat
PatAls	3447	Camptodactyly overgrowth unusual facies	Syn
PatAls	909	Xanthomatosis cerebrotendinous	Pat
PatAls	909	Sterol 27-hydroxylase deficiency	Syn
PatAls	1422	Nivelon-Nivelon-Mabille syndrome	Syn
PatAls	1422	Chondrodysplasia - pseudohermaphrodism	Syn
PatAls	1422	Chondrodysplasia - disorder of sex development	Pat
PatAls	612	Potassium aggravated myotonia	Pat
PatAls	716	PKU	Syn
PatAls	716	Phenylketonuria	Pat
PatAls	287	Classic Ehlers-Danlos syndrome	Pat
PatAls	54	OA-1	Syn
PatAls	54	Ocular albinism, X-linked recessive	Pat
PatAls	54	Ocular albinism, Nettleship-Falls type	Syn
PatAls	63	Alport syndrome	Pat
PatAls	63	Alport deafness-nephropathy	Syn
PatAls	1020	EOFAD	Syn
PatAls	1020	Familial Alzheimer disease	Syn
PatAls	1020	Early-onset autosomal dominant Alzheimer disease	Pat
PatAls	1020	Early-onset familial autosomal dominant Alzheimer disease	Syn
PatAls	69	Amyloidosis	Pat
PatAls	70	SMA	Syn
PatAls	70	Proximal spinal muscular atrophy	Pat
PatAls	84	Fanconi anemia	Pat
PatAls	84	Fanconi pancytopenia	Syn
PatAls	154	Familial isolated dilated cardiomyopathy	Pat
PatAls	154	Familial or idiopathic dilated cardiomyopathy	Syn
PatAls	155	Primitive hypertrophic subaortic stenosis	Syn
PatAls	155	Familial isolated hypertrophic cardiomyopathy	Pat
PatAls	155	Familial isolated hypertrophic subaortic stenosis	Syn
PatAls	155	Primitive hypertrophic obstructive cardiomyopathy	Syn
PatAls	155	Familial or idiopathic hypertrophic subaortic stenosis	Syn
PatAls	155	Familial isolated hypertrophic obstructive cardiomyopathy	Syn
PatAls	155	Familila or idiopathic hypertrophic obstructive cardiomyopathy	Syn
PatAls	166	CMT	Syn
PatAls	166	Charcot-Marie-Tooth disease	Pat
PatAls	166	Charcot-Marie-Tooth hereditary neuropathy	Syn
PatAls	191	Cockayne syndrome	Pat
PatAls	304	EBS	Syn
PatAls	304	Epidermolysis bullosa, simplex	Syn
PatAls	304	Epidermolysis bullosa, epidermolytic	Pat
PatAls	354	Landing disease	Syn
PatAls	354	GM1 gangliosidosis	Pat
PatAls	354	Beta-galactosidase deficiency	Syn
PatAls	355	Gaucher disease	Pat
PatAls	355	Glucocerebrosidase deficiency	Syn
PatAls	355	Acid beta-glucosidase deficiency	Syn
PatAls	364	GSD type 1	Syn
PatAls	364	Von Gierke disease	Syn
PatAls	364	Type 1 glycogenosis	Syn
PatAls	364	Hepatorenal glycogenosis	Syn
PatAls	364	Glycogen storage disease type 1	Pat
PatAls	364	Glucose-6-phosphatase deficiency	Syn
PatAls	364	Glucose-6-phosphate translocase deficiency	Syn
PatAls	448	Hemophilia	Pat
PatAls	388	Hirschsprung disease	Pat
PatAls	418	Congenital adrenal hyperplasia	Pat
PatAls	423	Malignant hyperthermia	Pat
PatAls	423	Malignant hyperpyrexia	Syn
PatAls	423	Hyperthermia of anesthesia	Syn
PatAls	423	Pharmacogenetic myopathy of anesthesia	Syn
PatAls	216	Neuronal ceroid lipofuscinosis	Pat
PatAls	216	Palmitoyl-proteine thioesterase deficiency	Syn
PatAls	581	Sanfilippo disease	Syn
PatAls	581	Mucopolysaccharidosis type 3	Pat
PatAls	581	Heparane sulfamidase deficiency	Syn
PatAls	581	N-acetyl-glucosamine-6-sulfate sulfatase deficiency	Syn
PatAls	581	N-acetyl-alpha-glucosaminidase sulfamidase deficiency	Syn
PatAls	581	Acetyl-CoA alpha-glucosaminide-N-acetyl transferase deficiency	Syn
PatAls	666	OI	Syn
PatAls	666	Lobstein disease	Syn
PatAls	666	Osteopsathyrosis	Syn
PatAls	666	Glass bone disease	Syn
PatAls	666	Brittle bone disease	Syn
PatAls	666	Osteogenesis imperfecta	Pat
PatAls	666	Porak and Durante disease	Syn
PatAls	685	SPG	Syn
PatAls	685	Spastic paraparesis	Syn
PatAls	685	Strumpell-Lorrain disease	Syn
PatAls	685	Familial spastic paraplegia	Pat
PatAls	702	PMD	Syn
PatAls	702	Pelizaeus-Merzbacher disease	Pat
PatAls	702	Brain sclerosis, diffuse familial	Syn
PatAls	702	Pelizaeus-Merzbacher brain sclerosis	Syn
PatAls	702	Sudanophilic leukodystrophy, Paelizeus-Merzbacher type	Syn
PatAls	738	Porphyria	Pat
PatAls	768	Long QT syndrome, familial	Pat
PatAls	768	Long QT syndrome, congenital	Syn
PatAls	791	Retinitis pigmentosa	Pat
PatAls	805	Tuberous sclerosis	Pat
PatAls	805	Bourneville syndrome	Syn
PatAls	805	Tuberous sclerosis complex	Syn
PatAls	886	Usher syndrome	Pat
PatAls	886	Retinitis pigmentosa - deafness	Syn
PatAls	3440	Waardenburg syndrome	Pat
PatAls	270	Oculopharyngeal muscular dystrophy	Pat
PatAls	244	Immotile cilia syndrome	Syn
PatAls	244	Primary ciliary dyskinesia	Pat
PatAls	589	Myasthenia gravis	Pat
PatAls	589	Acquired myastenia	Syn
PatAls	589	Autoimmune myasthenia gravis	Syn
PatAls	362	Favism	Syn
PatAls	362	G6PD deficiency	Syn
PatAls	362	Glucose-6-phosphate-dehydrogenase deficiency	Pat
PatAls	760	PNP deficiency	Syn
PatAls	760	Purine nucleoside phosphorylase deficiency	Pat
PatAls	3435	Vitiligo	Pat
PatAls	3137	NAGA deficiency	Syn
PatAls	3137	Alpha-N-acetylgalactosaminidase deficiency	Pat
PatAls	348	Fructose-1,6-bisphosphatase deficiency	Pat
PatAls	715	Muscular phosphorylase kinase deficiency	Pat
PatAls	62	Alpha-sarcoglycanopathy	Syn
PatAls	62	Muscular dystrophy, limb-girdle, autosomal recessive, type 2D	Pat
PatAls	62	Muscular dystrophy, limb-girdle, due to alpha-sarcoglycan deficiency	Syn
PatAls	611	Sporadic inclusion body myositis	Pat
PatAls	204	Creutzfeldt-Jakob disease	Pat
PatAls	598	Multiminicore myopathy	Pat
PatAls	598	Multiminicore disease (MmD)	Syn
PatAls	732	Polymyositis	Pat
PatAls	221	Dermatomyositis	Pat
PatAls	117	Behcet disease	Pat
PatAls	3467	Xanthinuria	Pat
PatAls	3467	Classic xanthinuria	Syn
PatAls	3467	Xanthic urolithiasis	Syn
PatAls	3467	Xanthine stone disease	Syn
PatAls	511	Leucinosis	Pat
PatAls	511	Maple syrup urine disease	Syn
PatAls	511	Branched chain ketoaciduria	Syn
PatAls	26	Methylmalonic acidemia - homocystinuria	Pat
PatAls	26	Methylmalonic aciduria - homocystinuria	Syn
PatAls	32	Pyroglutamicaciduria	Syn
PatAls	32	Glutathione synthetase deficiency	Pat
PatAls	134	MAT deficiency	Syn
PatAls	134	Ketoacidosis due to betaketothiolase deficiency	Pat
PatAls	134	Alpha methyl acetoacetyl-CoA Thiolase deficiency	Syn
PatAls	984	Pulmonary agenesis	Pat
PatAls	1163	Aspergillosis	Pat
PatAls	92	Arthritis, juvenile chronic	Syn
PatAls	92	Juvenile Idiopathic Arthritis	Pat
PatAls	92	Arthritis, juvenile rheumatoid	Syn
PatAls	1201	Jejunal atresia	Syn
PatAls	1201	Apple peel syndrome	Syn
PatAls	1201	Christmas tree syndrome	Syn
PatAls	1201	Atresia of small intestine	Pat
PatAls	1202	Larynx atresia	Pat
PatAls	1199	Esophageal atresia	Pat
PatAls	1304	Brucellosis	Pat
PatAls	173	Cholera	Pat
PatAls	1428	Patellofemoral syndrome	Syn
PatAls	1428	Chondromalacia patellae, familial	Pat
PatAls	322	BEEC	Syn
PatAls	322	Exstrophy-epispadias complex	Pat
PatAls	322	Bladder exstrophy- epispadias-Cloacal extrophy complex	Syn
PatAls	2368	Gastroschisis	Pat
PatAls	2368	Laparoschisis	Syn
PatAls	2512	Microcephaly, isolated congenital	Pat
PatAls	2913	Polydactyly	Pat
PatAls	795	Salmonellosis	Pat
PatAls	797	Sarcoidosis	Pat
PatAls	797	Boeck sarcoid	Syn
PatAls	797	Besnier-Boeck-Schaumann disease	Syn
PatAls	57	Aldolase A deficiency	Pat
PatAls	713	Phosphoglycerate kinase 1 deficiency	Pat
PatAls	755	Leydig cell hypoplasia	Pat
PatAls	755	Male pseudohermaphrodism due to LH defects	Syn
PatAls	755	LH resistance due to LH receptor inactivation	Syn
PatAls	755	46,XY sex development disorder due to LH defects	Syn
PatAls	2334	Keratitis, hereditary	Pat
PatAls	249	Osteofibrous dysplasia	Syn
PatAls	249	Fibrous dysplasia of bone	Pat
PatAls	1164	Hinson-Pepys disease	Syn
PatAls	1164	Allergic bronchopulmonary aspergillosis	Pat
PatAls	183	Churg-Strauss syndrome	Pat
PatAls	183	Granulomatous allergic angiitis	Syn
PatAls	2054	Osteochondrosis of the tarsal bone	Syn
PatAls	2054	Aseptic necrosis of the tarsal bone	Syn
PatAls	2054	Osteochondritis of tarsal/metatarsal bone	Pat
