Orphanum	Name	ICD10 Reference
79170	Biotin metabolism disorder	E53.8
79172	Creatine biosynthesis disorder	E72.8
79173	Cytosolic methyl group transfer or sulfur amino acid metabolism disorder	E72.1
79174	Fatty acid oxidation or ketogenesis disorder	E71.3
79175	GABA metabolism disorder	E72.8
79177	Gluconeogenesis disorder	E74.4
79178	Glucose transport disorder	E74.8
79181	Histidine metabolism disorder	E70.8
79186	Pentose metabolism disorder	E74.8
79188	Peroxisomal beta-oxidation disorder	E71.3
79192	Pyridoxine metabolism disorder	E53.1
79196	Gamma-glutamyl cycle disorder	E72.8
79197	Branched-chain amino acid metabolism disorder	E71
79201	Glycogen storage disease	E74.0
79211	Mixed hyperlipidemia	E78.2
79215	Oligosaccharidosis	E77.1
79223	Protein glycosylation disorder	E77.8
79224	Purine or pyrimidine metabolism disorder	E79
79225	Sphingolipidosis	E75
79230	Hemochromatosis type 2	E83.1
79233	Kelley-Seegmiller syndrome	E79.8
79234	Crigler-Najjar syndrome type 1	E80.5
79235	Crigler-Najjar syndrome type 2	E80.5
79237	Galactokinase deficiency	E74.2
79238	UDP-galactose-4-epimerase deficiency	E74.2
79239	Galactose-1-phosphate uridyltransferase deficiency	E74.2
79240	Glycogen storage disease type 9	E74.0
79241	Multiple carboxylase deficiency, due to biotinidase deficiency	E53.8
79242	Multiple carboxylase deficiency, due to holocarboxylase synthetase deficiency	E53.8
79243	E1 deficiency	E74.4
79244	E2 deficiency	E74.4
79245	E3 deficiency	E74.4
79246	PDH phosphatase deficiency	E74.4
79250	Leigh syndrome due to cytochrome c oxidase deficiency	G31.8
79251	Phenylalanine hydroxylase partial deficiency	E70.1
79252	Phenylalanine hydroxylase total deficiency	E70.0
79253	Atypical phenylketonuria	E70.1
79254	Typical phenylketonuria	E70.0
79255	GM1 gangliosidosis type 1	E75.1
79256	GM1 gangliosidosis type 2	E75.1
79257	GM1 gangliosidosis type 3	E75.1
79258	Glycogenosis due to glucose-6-phosphatase deficiency type a	E74.0
79259	Glycogenosis due to glucose-6-phosphatase deficiency type b	E74.0
79260	Glycogen storage disease type 1C	E74.0
79261	Glycogen storage disease type 1D	E74.0
79262	Adult neuronal ceroid lipofuscinosis	E75.4
79263	Infantile neuronal ceroid lipofuscinosis	E75.4
79264	Juvenile neuronal ceroid lipofuscinosis	E75.4
79269	Sanfilippo syndrome type A	E76.2
79270	Sanfilippo syndrome type B	E76.2
79271	Sanfilippo syndrome type C	E76.2
79272	Sanfilippo syndrome type D	E76.2
79273	Hereditary coproporphyria	E80.2
79276	Acute intermittent porphyria	E80.2
79277	Congenital erythropoietic porphyria	E80.0
79278	Erythropoietic protoporphyria	E80.0
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	E77.1
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	E77.1
79281	Alpha-N-acetylgalactosaminidase deficiency type 3	E77.1
79282	Methylmalonicacidemia - homocystinuria, type cbl C	E72.1
79283	Methylmalonicacidemia - homocystinuria, type cbl D	E72.1
79284	Methylmalonicacidemia - homocystinuria, type cbl F	E72.1
79292	Fish-eye disease	E78.6
79293	Familial LCAT deficiency	E78.6
79294	Norum disease	E78.6
79298	Hyperinsulinism due to focal adenomatous hyperplasia	E16.1
79299	Hyperinsulinism due to glucokinase deficiency	E16.1
79300	Hyperinsulinism due to glutamodehydrogenase deficiency	E16.1
79301	Congenital bile acid synthesis defect type 1	K76.8
79302	Congenital bile acid synthesis defect type 3	K76.8
79303	Congenital bile acid synthesis defect type 2	K76.8
79304	Progressive familial intrahepatic cholestasis type 2	K83.1
79305	Progressive familial intrahepatic cholestasis type 3	K83.1
79306	Progressive familial intrahepatic cholestasis type 1	K83.1
79310	Vitamin B12 responsive methylmalonic acidemia type cbl A	E71.1
79311	Vitamin B12 responsive methylmalonic acidemia type cbl B	E71.1
79312	Vitamin B12 responsive methylmalonic acidemia type mut-	E71.1
79316	Phosphoenolpyruvate carboxykinase 1 deficiency	E74.4
79317	Phosphoenolpyruvate carboxykinase 2 deficiency	E74.4
79318	CDG syndrome type Ia	E77.8
79319	CDG syndrome type Ib	E77.8
79320	CDG syndrome type Ic	E77.8
79321	CDG syndrome type Id	E77.8
79322	CDG syndrome type Ie	E77.8
79323	CDG syndrome type If	E77.8
79324	CDG syndrome type Ig	E77.8
79325	CDG syndrome type Ih	E77.8
79326	CDG syndrome type Ii	E77.8
79327	CDG syndrome type Ik	E77.8
79328	CDG syndrome type IL	E77.8
79329	CDG syndrome type IIa	E77.8
79330	CDG syndrome type IIb	E77.8
79332	CDG syndrome type IId	E77.8
79333	CDG syndrome type IIe	E77.8
79334	Isolated nonketotic hyperglycinemia type 1	E72.5
79335	Isolated nonketotic hyperglycinemia type 2	E72.5
79344	Chondrodysplasia punctata, Sheffield type	Q77.3
79345	Brachytelephalangic chondrodysplasia punctata	Q77.3
79346	Chondrodysplasia punctata, tibial-metacarpal type	Q77.3
79347	Chondrodysplasia punctata, Toriello type	Q77.3
79350	3-Phosphoserine phosphatase deficiency	E72.8
79351	3-Phosphoglycerate dehydrogenase deficiency	E72.8
79428	Familial segmental neurofibromatosis	Q85.0
79429	Familial spinal neurofibromatosis	Q85.0
79430	Hermansky-Pudlak syndrome	E70.3
79431	Oculocutaneous albinism type 1A	E70.3
79432	Oculocutaneous albinism type 2	E70.3
79433	Oculocutaneous albinism type 3	E70.3
79434	Oculocutaneous albinism type 1B	E70.3
79435	Oculocutaneous albinism type 4	E70.3
79443	Pseudohypoparathyroidism type 1A	E20.1
79444	Pseudohypoparathyroidism type 1C	E20.1
79445	Pseudopseudohypoparathyroidism	E20.1
79455	Cutaneous mastocytoma	Q82.2
79456	Diffuse cutaneous mastocytosis	Q82.2
79457	Urticaria pigmentosa	Q82.2
79473	Porphyria variegata	E80.2
79474	Atypical Werner syndrome	E34.8
79506	Cholesterol-ester transfer protein deficiency	E78.4
79643	Severe hyperinsulinism due to SUR1 mutations	E16.1
79644	Severe hyperinsulinism due to Kir6 mutations	E16.1
79651	Mild hyperphenylalaninemia	E70.1
82004	Ehlers-Danlos syndrome with periventricular heterotopia	Q79.6
83311	Rocky Mountain spotted fever	A77.0
83312	Rickettsialpox	A79.1
83313	Boutonneuse fever	A77.1
83314	Epidemic typhus	A75.0
83315	Murine typhus	A75.2
83317	Scrub typhus	A75.3
83330	Proximal spinal muscular atrophy type 1	G12.0
83418	Proximal spinal muscular atrophy type 2	G12.1
83419	Proximal spinal muscular atrophy type 3	G12.1
83420	Proximal spinal muscular atrophy type 4	G12.1
83449	Inappropriate antidiuretic hormone secretion syndrome	E22.2
83450	Regional odontodysplasia	K00.4
83451	Florid cemento-osseous dysplasia	K10.8
83452	Complex regional pain syndrome	M79.2
83453	Vulvovaginal gingival syndrome	L43.8
83454	Glomuvenous malformation	Q27.8
83461	Congenital primary aphakia	Q12.3
83463	Microtia	Q17.2
83465	Narcolepsy without cataplexy	G47.4
83467	Morvan syndrome	G60.8
83468	Solitary bone cyst	M85.4
83471	Immunodeficiency due to absence of thymus	D81.4
83472	CAMOS syndrome	G11.1
83476	West-Nile encephalitis	A92.3
83482	Mycoplasma encephalitis	G05.0
83483	California encephalitis	A83.5
83484	St Louis encephalitis	A83.3
83593	Western equine encephalitis	A83.1
83594	Eastern equine encephalitis	A83.2
83595	Colorado tick fever	A93.2
83597	Acute disseminated encephalitis	G04.0
83600	Encephalitis lethargica	A85.8
83601	Hashimoto's encephalitis	E06.3
83601	Hashimoto's encephalitis	G05.8
83616	Rubella panencephalitis	B06.0+
83616	Rubella panencephalitis	G05.1
83618	Severe dilated cardiomyopathy due to lamin A/C mutation	I42.0
83619	Macrostomia - preauricular tags - external ophthalmoplegia	Q87.0
83620	Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells	K90.8
83628	PELVIS syndrome	Q87.8
83629	Leukoencephalopathy - metaphyseal chondrodysplasia	I67.3
83639	Hypercoagulability syndrome, due to glycosylphosphatidylinositol deficiency	E88.8
83642	Microcytic anemia with liver iron overload	D50.8
83648	X-linked recessive intellectual deficit - macrocephaly - ciliary dysfunction	Q87.0
84065	Idiopathic malabsorption due to bile acid synthesis defects	K90.8
84085	Hinman syndrome	N31.9
84087	Collagen type III glomerulopathy	N07.6
84090	Fibronectin glomerulopathy	N07.6
84093	Hereditary thermosensitive neuropathy	G60.0
84096	Unknown leukodystrophy	E75.2
84132	Desmin-related myopathy with Mallory body-like inclusions	G72.8
84142	Isaac's syndrome	G71.1
84271	Sporadic idiopathic steroid-resistant nephrotic syndrome	N04.0
85102	Perineurioma	C47.9
85110	Familial encephalopathy with neuroserpin inclusion bodies	G31.8
85112	Palmoplantar keratoderma - XX sex reversal - predisposition to squamous cell carcinoma	Q82.8
85128	Bothnia retinal dystrophy	H35.5
85136	Cystic leukoencephalopathy without megalencephaly	E75.2
85138	Addison disease	E27.1
85142	Conn adenoma	E26.0
85146	Scapuloperoneal amyotrophy	G12.1
85162	Facial onset sensory and motor neuronopathy	G60.0
85163	Hypomyelination - congenital cataract	G37.8
85164	Camptodactyly - tall stature - scoliosis - hearing loss	Q87.2
85165	Severe achondroplasia - developmental delay - acanthosis nigricans	Q77.4
85166	Platyspondylic dysplasia, Torrance type	Q77.8
85167	Spondylometaphyseal dysplasia - cone-rod dystrophy	Q78.8
85168	Craniofacial conodysplasia	Q75.8
85169	Familial digital arthropathy-brachydactyly	M06.8
85170	Mesomelic dysplasia, Savarirayan type	Q72.6
85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	Q78.8
85173	IMAGe syndrome	Q87.1
85174	Pseudodiastrophic dysplasia	Q78.8
85175	Astley-Kendall dysplasia	Q78.8
85179	Infantile osteopetrosis with neuroaxonal dysplasia	Q78.2
85182	Diaphyseal medullary stenosis - bone malignancy	C41.9
85182	Diaphyseal medullary stenosis - bone malignancy	Q78.8
85184	Craniometadiaphyseal dysplasia, wormian bone type	Q77.8
85186	Endosteal sclerosis - cerebellar hypoplasia	G11.8
85188	Metaphyseal dysplasia, Braun-Tinschert type	Q78.5
85191	Singleton-Merten dysplasia	I71.2
85192	Calvarial doughnut lesions - bone fragility	M85.0
85193	Idiopathic juvenile osteoporosis	M81.8
85194	Spondylo-ocular syndrome	Q87.0
85195	Familial expansile osteolysis	M89.8
85196	Nodulosis-arthropathy-osteolysis syndrome	M89.8
85212	Perinatal-lethal Gaucher disease	E75.2
85292	X-linked spinocerebellar ataxia type 4	G11.1
85297	X-linked spinocerebellar ataxia type 3	G11.1
85408	Juvenile rheumatoid factor-negative polyarthritis	M08.3
85410	Oligoarticular juvenile arthritis	M08.4
85414	Idiopathic juvenile-onset systemic arthritis	M08.2
85435	Juvenile rheumatoid factor-positive polyarthritis	M08.0
85436	Juvenile psoriatic arthritis	L40.5+
85436	Juvenile psoriatic arthritis	M09.0*
85438	Enthesitis-related arthritis	M08.1
85443	Primary amyloidosis	E85.4
85445	Secondary amyloidosis	E85.3
85447	Familial amyloid polyneuropathy	E85.1
86309	CDG syndrome type Ij	E77.8
86788	X-linked severe congenital neutropenia	D70
86789	Isolated patella aplasia-hypoplasia	Q74.1
86795	Localised lichen myxedematosus	L98.5
86797	Atypical lichen myxedematosus	L98.5
86812	Autosomal recessive limb-girdle muscular dystrophy type 2K	G71.0
86813	Helicoid peripapillary chorioretinal degeneration	H35.4
86815	Aplasia of lacrimal and salivary glands	Q10.4
86815	Aplasia of lacrimal and salivary glands	Q38.4
86816	Congenital analbuminemia	R77.0
86817	Hemolytic anemia due to adenylate kinase deficiency	D55.3
86818	Alport syndrome - intellectual deficit - midface hypoplasia - elliptocytosis	Q87.8
86819	Atrichia with papular lesions	L72.8
86820	Familial avascular necrosis of femoral head	M87.8
86821	Lissencephaly type III - familial fetal akinesia sequence	Q04.3
86822	Lissencephaly type III - metacarpal bone dysplasia	Q04.3
86823	Lissencephaly with cerebellar hypoplasia	Q04.3
86829	Chronic neutrophilic leukemia	C92.1
86830	Unclassified chronic myeloproliferative disease	D47.1
86834	Juvenile myelomonocytic leukemia	C92.7
86836	Refractory cytopenia with multilineage dysplasia	D46.7
86839	Refractory anemia with excess blasts	D46.2
86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	D46.7
86843	Acute panmyelosis with myelofibrosis	C94.5
86845	Acute myeloid leukemia with multilineage dysplasia	C92.0
86846	Therapy related acute myeloid leukemia and myelodysplastic syndrome	C92.0
86849	Acute basophilic leukemia	C94.7
86850	Myeloid sarcoma	C92.3
86851	Acute leukemia of ambiguous lineage	C95.0
86852	B-cell prolymphocytic leukemia	C91.3
86854	Splenic marginal zone lymphoma	C26.1
86855	Plasmacytoma	C90.2
86861	Monoclonal immunoglobulin depositions disease	D89.8
86864	Heavy-chain disease	D89.8
86867	Nodal marginal zone B-cell lymphoma	C85.1
86869	Lymphomatoid granulomatosis	D47.9
86870	Blastic NK cell lymphoma	C83.8
86871	T-cell prolymphocytic leukemia	C91.3
86872	T-cell large granular lymphocyte leukemia	C91.5
86873	Aggressive NK-cell leukemia	C91.7
86875	Adult T-cell leukemia/lymphoma	C91.5
86879	Extranodal nasal NK/T cell lymphoma	C84.4
86880	Enteropathy-type T-cell lymphoma	C84.4
86882	Hepatosplenic T-cell lymphoma	C84.4
86884	Subcutaneous panniculitis-like T-cell lymphoma	C84.4
86885	Unspecified peripheral T-cell lymphoma	C84.4
86886	Angioimmunoblastic T-cell lymphoma	C84.4
86893	Nodular lymphocyte predominant Hodgkin lymphoma	C81.0
86896	Histiocytic sarcoma	C96.1
86897	Langerhans cell sarcoma	C25.4
86900	Interdigitating dendritic cell sarcoma	C85.0
86902	Follicular dendritic cell sarcoma	C82
86903	Dendritic cell sarcoma not otherwise specified	C85.0
86906	Hypothalamic hamartomas with gelastic seizures	G40.5
86908	Hemiconvulsion-Hemiplegia-Epilepsy syndrome	G40.4
86909	Myoclonic epilepsy of infancy	G40.3
86911	Epilepsy with myoclonic absences	G40.4
86913	Myoclonic epilepsy in non-progressive encephalopathies	G40.4
86914	Lymphedema - cerebral arteriovenous anomaly	Q82.0
86915	Lymphedema - atrial septal defects - facial changes	Q82.0
86917	Lymphedema - cleft palate	Q82.0
86918	Diffuse palmoplantar keratoderma - acrocyanosis	Q82.8
86919	Keratosis palmaris et plantaris - clinodactyly	Q82.8
86920	Dermatopathia pigmentosa reticularis	Q82.4
86921	Rolled and spiral hairs - palmoplantar keratoderma	Q82.8
86922	Palmoplantar keratoderma - amyotrophy	G12.8
86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type	Q82.8
87503	Mal de Meleda	Q82.8
87876	Sialidosis type 2	E77.1
87884	Nonsyndromic genetic deafness	H90.5
88618	Psychomotor retardation due to S-adenosylhomocysteine hydrolase deficiency	E72.1
88628	Posterior column ataxia - retinitis pigmentosa	G11.8
88628	Posterior column ataxia - retinitis pigmentosa	H35.5
88629	Tritanopia	H53.5
88635	Myopathy due to calsequestrin and SERCA1 protein overload	G71.8
88637	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	E23.0
88637	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	K00.0
88637	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	E75.2
88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	E71.1
88642	Congenital insensitivity to pain	G60.8
88644	Autosomal recessive ataxia, Beauce type	G11.2
88661	Amelogenesis imperfecta	K00.5
89844	Lissencephaly syndrome, Norman-Roberts type	Q04.3
89936	X-linked hypophosphatemia	E83.3
89937	Hypophosphatemic rickets	E83.3
90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	G12.2
90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	G20
90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	F02.3
90021	Radiation myelitis	G04.8
90025	Syndactyly	Q70
90026	Primary erythermalgia	I73.8
90030	Hemolytic anemia due to glutathione reductase deficiency	D55.1
90031	Nonspherocytic hemolytic anemia due to hexokinase deficiency	D55.2
90033	Autoimmune hemolytic anemia, warm type	D59.1
90035	Paroxysmal cold hemoglobinuria	D59.1
90036	Mixed-type autoimmune hemolytic anemia	D59.1
90037	Drug-induced autoimmune hemolytic anemia	D59.0
90038	Typical hemolytic uremic syndrome	D59.3
90039	Hemoglobin D disease	D58.2
90041	Gaisbock syndrome	D75.1
90042	Primary familial polycythemia	D75.0
90044	Familial pseudohyperkalemia	D58.8
90045	Hereditary folate malabsorption	D52.8
90050	Retinopathy of prematurity	H35.1
90051	Late-onset sepsis in premature infants	P36.9
90052	Recurrent hepatitis C virus induced liver disease in liver transplant recipients	B18.2
90053	Hematopoietic cell transplantation	Z94.8
90054	Stenosis in synthetic grafts used in hemodialysis	T82.4
90055	Rejection after corneal transplantation	T86.8
90056	Moderate and severe traumatic brain injury	S06.9
90057	Severe closed traumatic brain injury	S06.9
90058	Spinal cord injury	T09.3
90059	Acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma	H83.3
90060	Diffuse alveolar hemorrhage	J98.8
90061	Non-infectious uveitis affecting the posterior segment of the eye	H44.1
90062	Acute liver failure	K72.0
90063	Peritumoral edema derived from brain tumors	G93.6
90064	Acute peripheral arterial occlusion	I74.4
90065	Aneurysmal subarachnoid hemorrhage	I60.9
90066	Pneumonia caused by serotype O11 Pseudomonas Aeruginosa	J15.1
90068	Cocaine poisoning	T40.5
90069	Systemic monochloroacetate poisoning	T60.3
90070	Methotrexate toxicity	Y45.4
90071	Post transplantation graft dysfunction	T86.9
90072	Delayed graft function after organ transplantation	T86.9
90073	Hepatitis B re-infection following liver transplantation	B16
90074	Stem cell transplantation	Z94.8
90075	Ischemia/perfusion injury associated with solid organ transplantation procedure	T86.9
90076	Partial deep dermal and full thickness burns	T30.3
90078	Invasive infections due to Vancomycin Resistant Enterococci	A04.9
90078	Invasive infections due to Vancomycin Resistant Enterococci	U81.0
90079	Anthracycline extravasations	Y43.2
90080	Scarring in glaucoma filtration surgical procedures	H40.9
90081	AIDS wasting syndrome	B22.2
90103	Charcot-Marie-Tooth disease - deafness - intellectual deficit	G60.0
90114	Autosomal dominant intermediate Charcot-Marie-Tooth disease	G60.0
90117	Hereditary motor and sensory neuropathy, Okinawa type	G60.0
90118	Autosomal recessive Charcot-Marie-Tooth disease, Ouvrier type	G60.0
90119	Axonal Charcot-Marie-Tooth disease with acrodystrophy	G60.0
90120	Hereditary motor and sensory neuropathy type 6	G60.0
90153	Mandibuloacral dysplasia with type A lipodystrophy	Q87.5
90154	Mandibuloacral dysplasia with type B lipodystrophy	Q87.5
90321	Cockayne syndrome type 1	Q87.8
90322	Cockayne syndrome type 2	Q87.8
90324	Cockayne syndrome type 3	Q87.8
90342	Xeroderma pigmentosum variant	Q82.1
90343	Classic xeroderma pigmentosum	Q82.1
90389	Telangiectasia macularis eruptiva perstans	Q82.2
90658	Charcot-Marie-Tooth disease type 1E	G60.0
90673	Hypothyroidism due to TSH receptor mutations	E03.1
90674	Isolated thyroid-stimulating hormone deficiency	E03.1
90695	Panhypopituitarism	E23.0
90790	Congenital lipoid adrenal hyperplasia	E25.0
90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	E25.0
90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	E25.0
90794	Congenital adrenal hyperplasia due to 21-hydroxylase deficiency, classic form	E25.0
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	E25.0
90796	46,XY disorder of sex development due to isolated 17, 20 lyase deficiency	Q56.1
90797	Partial androgen insensitivity	E34.5
90970	Primary lipodystrophy	E88.1
91024	Autosomal recessive axonal Charcot-Marie-Tooth disease type 2	G60.0
91127	Adenovirus infection in immunocompromised patients	B34.0
91128	Graft rejection after lung transplantation	T86.8
91129	Anophthalmia - heart and pulmonary anomalies - intellectual deficit	J84.8
91130	Cardiomyopathy - hypotonia - lactic acidosis	G71.3
91131	CDG syndrome type Im	E77.8
91132	Hypotrichosis - congenital ichthyosis	Q80.9
91133	Osteopenia - myopia - hearing loss - intellectual deficit - facial dysmorphism	Q87.5
91134	Osteogenesis imperfecta - shortened long bones - white sclerae	Q78.0
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	D68.4
91136	Monoclonal Ig light chain-associated Fanconi syndrome	D47.2
91137	Immunotactoid or fibrillary glomerulopathy	N03.6
91138	Mixed cryoglobulinemia	D89.1
91139	Simple cryoglobulinemia	D89.1
91140	Unclassified juvenile idiopathic arthritis	M08.8
91144	46,XX disorder of sex development induced by androgen of maternal origin	Q56.2
91347	Thyrotroph adenoma	D35.2
91348	Gonadotroph adenoma	D35.2
91349	Non-secreting pituitary adenoma	D35.2
91355	Sheehan syndrome	E23.0
91357	Duplication of the esophagus	Q39.8
91358	Congenital esophageal diverticulum	Q39.6
91359	Chronic pneumonitis of infancy	J84.0
91364	Nonspecific interstitial pneumonia	J84.9
91365	Secondary ciliary dyskinesia	J98.0
91378	Hereditary angioedema	D84.1
91385	Acquired angioedema	T78.3
91387	Familial thoracic aortic aneurysm	I71.2
91396	Isolated cryptophthalmia	Q11.2
91397	Isolated ankyloblepharon filiforme adnatum	Q10.3
91411	Congenital ptosis	H02.4
91412	Marcus-Gunn syndrome	Q07.8
91413	Congenital Horner syndrome	G90.2
91414	Pilomatrixoma	D23
91415	Familial capillary hemangioma	D18.0
91416	Isolated congenital alacrima	Q10.6
91481	Ring dermoid of cornea	D31.1
91483	Rieger-Axenfeld anomaly	Q13.8
91489	Isolated congenital megalocornea	Q15.8
91490	Isolated congenital sclerocornea	Q13.3
91491	Congenital ectropion uveae	Q13.2
91492	Non-syndromic congenital cataract	Q12.0
91494	Macular coloboma - cleft palate - hallux valgus	Q87.5
91495	Persistent hyperplastic primary vitreous	Q15.8
91496	Snowflake vitreoretinal degeneration	H35.5
91497	Vitreoretinochoroidopathy - microcornea - glaucoma - cataract	H44
91498	Familial congenital palsy of trochlear nerve	H49.1
91500	Tubulointerstitial nephritis and uveitis syndrome	N10
91546	Lyme disease	A69.2
91547	Relapsing fever	A68
92050	Intestinal epithelial dysplasia	K52.8
93109	Congenital megacalycosis	Q63.8
93110	Posterior urethral valve	Q64.2
93111	Renal-diabetes MODY5 syndrome	E11.2
93114	Charcot-Marie-Tooth disease - nephropathy	G60.0
93126	Pauci-immune glomerulonephritis	N05.7
93160	Hypocalcemic rickets	E83.3
93164	Transient pseudohypoaldosteronism	E27.4
93256	Fragile X-associated tremor/ataxia syndrome	G11.2
93372	Familial hypocalciuric hypercalcemia type 1	E83.5
93399	Juvenile sialidosis type 2	E77.1
93400	Congenital sialidosis type 2	E77.1
93442	Chondrodysplasia punctata	Q77.3
93473	Hurler syndrome	E76.0
93474	Scheie syndrome	E76.0
93476	Hurler-Scheie syndrome	E76.0
93556	Heavy chain deposition disease	D89.8
93557	Light and heavy chain deposition disease	D89.8
93558	Light chain deposition disease	D89.8
93575	Atypical hemolytic uremic syndrome with C3 anomaly	D58.8
93576	Atypical hemolytic uremic with MCP/CD46 anomaly	D58.8
93578	Atypical hemolytic uremic syndrome with B factor anomaly	D58.8
93579	Atypical hemolytic uremic syndrome with H factor anomaly	D58.8
93580	Atypical hemolytic uremic syndrome with I factor anomaly	D58.8
93581	Atypical hemolytic uremic syndrome with antibody anti-factor H	D58.8
93583	Congenital thrombotic thrombocytopenic purpura due to ADAMTS-13 deficiency	M31.3
93585	Acquired thrombotic thrombocytopenic purpura due to anti-ADAMTS 13 antibodies	M31.3
93594	Alpha-1-antichymotrypsin deficiency	E88.0
93595	Alpha-1 antitrypsin and alpha-1-antichymotrypsin deficiencies	E88.0
93598	Alanine-glyoxylate aminotransferase deficiency	E74.8
93599	D-glycerate dehydrogenase deficiency	E74.8
93600	Hyperoxaluria non1-non2 type	E74.8
93601	Xanthinuria type I	E79.8
93602	Xanthinuria type II	E79.8
93612	Cystinuria type A	E72.0
93613	Cystinuria type B	E72.0
93615	Hemoglobin Constant Spring	D56.0
93616	Hemoglobin H disease	D56.0
93672	Juvenile dermatomyositis	M33.0
93924	Lobar holoprosencephaly	Q04.2
93925	Alobar holoprosencephaly	Q04.2
93926	Midline interhemispheric variant of holoprosencephaly	Q04.2
93955	Blepharospasm	G24.5
93956	Truncal dystonia	G24.8
93957	Limb dystonia	G24.8
93958	Oromandibular dystonia	G24.4
93961	Laryngeal dyskinesia	E24.8
93962	Cervical dystonia	G24.3
93963	Autosomal dominant focal dystonia, DYT7 type	G24.1
93964	Blepharospasm - oromandibular dystonia	G24.4
93964	Blepharospasm - oromandibular dystonia	G24.5
94086	Blue diaper syndrome	E72.0
94089	Pseudohypoparathyroidism type 1B	E20.1
94090	Pseudohypoparathyroidism type 2	E20.1
94122	Cerebellar ataxia, Cayman type	G11.0
94124	Spinocerebellar ataxia type 1 with axonal neuropathy	G60.2
94125	Recessive mitochondrial ataxic syndrome	G11.8
94145	Autosomal dominant cerebellar ataxia type 1	G11.8
94147	Autosomal dominant spinocerebellar ataxia type 7	G11.8
94148	Autosomal dominant cerebellar ataxia type 3	G11.8
94149	Autosomal dominant cerebellar ataxia type 4	G11.8
95157	Acute hepatic porphyria	E80.2
95159	Hepatoerythropoietic porphyria	E80.2
95161	Chronic hepatic porphyria	E80.2
95232	Lissencephaly due to LIS1 mutation	Q04.3
95428	CDG syndrome type IIh	E77.8
95431	Twin to twin transfusion syndrome	O43.0
95432	Primary progressive aphasia	G31.0
95433	Autosomal recessive cerebellar ataxia - blindness - deafness	G11.1
95434	Autosomal recessive cerebellar ataxia - saccadic intrusion	G11.1
95455	Toxic epidermal necrolysis	L51.2
95488	Nonacquired pituitary hormone deficiency	E23.0
95494	Combined pituitary hormone deficiencies, genetic forms	E23.0
95495	Disease associated with nonacquired combined pituitary hormone deficicency	E23.0
95495	Disease associated with nonacquired combined pituitary hormone deficicency	Q87
95496	Pituitary stalk interruption syndrome	E23.6
95502	Acquired pituitary hormone deficiency	E23.0
95506	Primary hypophysitis	E23.6
95512	Adenohypophysitis	E23.6
95513	Panhypophysitis	E23.6
95626	Idiopathic acquired central diabetes insipidus	E23.2
95698	Nonclassic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	E25.0
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	E25.0
95700	Familial adrenal hypoplasia	E27.1
95701	Congenital adrenal hypoplasia of maternal cause	E27.1
95702	Cytomegalic congenital adrenal hypoplasia	E27.1
95708	Precocious puberty	E30.1
95709	Acquired premature ovarian failure	E28.8
95710	Non-acquired premature ovarian failure	E28.3
95711	Congenital hypothyroidism due to developmental anomaly	E03.1
95712	Thyroid ectopia	E03.1
95713	Athyreosis	E03.1
95714	Primary congenital hypothyroidism without thyroid developmental anomaly	E03.0
95714	Primary congenital hypothyroidism without thyroid developmental anomaly	E03.1
95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	P72.2
95717	Idiopathic congenital hypothyroidism	E03.1
95719	Thyroid hemiagenesis	E03.1
95720	Thyroid hypoplasia	E03.1
96253	Cushing disease	E24.0
96254	Familial prolactinoma	D35.2
96256	Somatotroph adenoma	E22.0
96256	Somatotroph adenoma	D35.2
96263	48,XXXY syndrome	Q98.1
96264	49,XXXXY syndrome	Q98.1
96265	LH resistance due to complete LH receptor inactivation	Q56.1
96266	LH resistance due to partial LH receptor inactivation	Q56.1
97229	Brown-Vialetto-van Laere syndrome	H90.5
97229	Brown-Vialetto-van Laere syndrome	G12.2
97232	Fingerprint body myopathy	G71.2
97234	Myopathy due to phosphoglycerate mutase deficiency	E74.0
97238	Rippling muscle disease	G71.1
97239	Reducing body myopathy	G71.2
97240	Zebra body myopathy	G71.2
97242	Congenital muscular dystrophy	G71.2
97244	Rigid spine syndrome	G71.2
